Cellline	Drug	Dose	Inhibition
COLO792	nilotinib	0.2	122.481481
COLO792	nilotinib	1	108.1671606
COLO792	nilutamide	1	170.3679562
COLO792	nilutamide	5	153.1530313
COLO792	Pazopanib	0.4	96.20266005
COLO792	Pazopanib	2	78.04063684
COLO792	pioglitazone	2	52.39566316
COLO792	pioglitazone	10	94.20642415
COLO792	PLX4720	0.08	208.0080825
COLO792	PLX4720	0.4	97.45102485
COLO792	sorafenib	0.4	67.9032226
COLO792	sorafenib	2	135.0988507
COLO792	stibogluconate	2	153.5595391
COLO792	stibogluconate	10	85.05596853
COLO792	sunitinib	0.4	150.3854161
COLO792	sunitinib	2	77.89534991
COLO792	temozolomide	2	150.6214801
COLO792	temozolomide	10	97.76234338
COLO792	vincristine	1e-04	111.1777626
COLO792	vincristine	5e-04	85.71967259
COLO792	vismodegib/GDC0449	1	46.62811766
COLO792	vismodegib/GDC0449	5	103.9864353
COLO792	vorinostat/SAHA	0.08	132.6833908
COLO792	vorinostat/SAHA	0.4	115.1704385
COLO792	AZD7762	0.02	42.4232249
COLO792	AZD7762	0.1	58.5674222
COLO792	CHIR265	0.08	182.1121754
COLO792	CHIR265	0.4	19.04497856
COLO792	IMD0354	0.016	102.2302009
COLO792	IMD0354	0.08	103.1961113
COLO792	Nutlin-3	0.1	61.99568493
COLO792	Nutlin-3	0.5	86.69918088
COLO792	OSU03012	1	76.79273529
COLO792	OSU03012	5	70.59391725
COLO792	PF04217903	1	50.75702376
COLO792	PF04217903	5	115.8225382
COLO792	PF562271	0.08	159.0865921
COLO792	PF562271	0.4	70.27518082
COLO792	SNS-032	0.01	101.0873803
COLO792	SNS-032	0.05	84.55405686
COLO792	SNS314	8e-04	106.4326349
COLO792	SNS314	0.004	61.72895679
COLO792	ABT263	0.4	221.1739221
COLO792	ABT263	2	11.56534466
COLO792	bivanib/BI2536	0.001	127.2697757
COLO792	bivanib/BI2536	0.005	65.06688343
COLO792	CX4945	0.4	52.61889539
COLO792	CX4945	2	76.32435294
COLO792	Darinaparsin	0.4	114.1531852
COLO792	Darinaparsin	2	83.13405961
COLO792	ENMD2076	0.04	62.25663738
COLO792	ENMD2076	0.2	120.8263098
COLO792	EX527	2	124.1603404
COLO792	EX527	10	92.39974859
COLO792	FK866	0.01	219.5064386
COLO792	FK866	0.05	32.13572451
COLO792	Indole-3-carbinol	0.8	85.55688951
COLO792	Indole-3-carbinol	4	139.4632133
COLO792	Lestaurtinib	0.004	151.1422287
COLO792	Lestaurtinib	0.02	55.39106566
COLO792	MK1775	0.02	62.73884746
COLO792	MK1775	0.1	84.16846031
COLO792	MK2206	0.4	55.78242426
COLO792	MK2206	2	45.58476788
COLO792	NVP-BEZ235	0.004	84.4988265
COLO792	NVP-BEZ235	0.02	55.61308799
COLO792	RKI983	0.4	135.8699393
COLO792	RKI983	2	65.47549194
COLO792	selumetinib/AZD6244	0.015	46.75327203
COLO792	selumetinib/AZD6244	0.075	61.04654923
COLO792	Tideglusib/TZDZ-8	0.4	41.38161304
COLO792	Tideglusib/TZDZ-8	2	92.13361079
COLO792	Tozasertib/VX680	0.006	97.32462435
COLO792	Tozasertib/VX680	0.03	67.65804195
COLO792	Veliparib/ABT888	1.4	125.2582198
COLO792	Veliparib/ABT888	7	91.7855162
COLO792	VX702	0.4	71.5832303
COLO792	VX702	2	88.71086786
COLO792	XL147	0.8	72.89708034
COLO792	XL147	4	106.2379848
COLO792	YM155	4e-04	114.0591808
COLO792	YM155	0.002	55.00040164
COLO792	cediranib/AZD2171	0.4	51.01928446
COLO792	cediranib/AZD2171	2	65.60498741
COLO792	Dovitinib/CHIR-258	0.1	68.18155469
COLO792	Dovitinib/CHIR-258	0.5	93.69928697
COLO792	Enzastaurin	0.8	124.3521365
COLO792	Enzastaurin	4	82.4754981
COLO792	Midostaurin/PKC412	0.08	109.2684588
COLO792	Midostaurin/PKC412	0.4	49.11330564
COLO792	OSI906	0.4	106.2899236
COLO792	OSI906	2	90.57573304
COLO792	palbociclib/PD332991	0.04	59.22353755
COLO792	palbociclib/PD332991	0.2	50.23938607
COLO792	Perifosine	0.4	111.5512219
COLO792	Perifosine	2	104.2649126
COLO792	STA4783	0.006	148.5681462
COLO792	STA4783	0.03	18.33050311
COLO792	Tamatinib/R406	0.4	156.1584904
COLO792	Tamatinib/R406	2	68.8590615
COLO792	Tanespimycin/17-AAG	0.002	73.74253945
COLO792	Tanespimycin/17-AAG	0.01	82.40949347
COLO792	tipifarnib	0.01	62.85183465
COLO792	tipifarnib	0.05	85.78820212
COLO792	vatalanib/PTK787	2	124.4655601
COLO792	vatalanib/PTK787	10	72.31355941
COLO792	A769662	2	76.20163161
COLO792	A769662	10	104.7097917
COLO792	AS252424	1	74.79457567
COLO792	AS252424	5	81.56650416
COLO792	BI78D3	0.2	85.72641381
COLO792	BI78D3	1	88.15108104
COLO792	BID1870	0.2	65.11094516
COLO792	BID1870	1	80.06521803
COLO792	BMS536924	0.2	98.00750857
COLO792	BMS536924	1	61.02000174
COLO792	C75	1	59.83126909
COLO792	C75	5	106.8967742
COLO792	Dorsomorphin	0.4	81.55157127
COLO792	Dorsomorphin	2	79.7412446
COLO792	Embelin	1.2	68.41044235
COLO792	Embelin	6	82.25452989
COLO792	FH535	1	109.8880017
COLO792	FH535	5	78.07610704
COLO792	GSK0660	1	111.022703
COLO792	GSK0660	5	109.1704534
COLO792	GSK650394	0.16	18.86185595
COLO792	GSK650394	0.8	82.52548744
COLO792	GW0742	2	106.0703621
COLO792	GW0742	10	100.5747183
COLO792	GW2580	1	118.4810242
COLO792	GW2580	5	101.788694
COLO792	GW441756	0.4	148.9806836
COLO792	GW441756	2	95.47375034
COLO792	GW9662	2	64.57954436
COLO792	GW9662	10	92.96205751
COLO792	HIF-1i	2	93.19851952
COLO792	HIF-1i	10	106.4109331
COLO792	IPA3	0.8	84.28899369
COLO792	IPA3	4	99.7952041
COLO792	JNK5a	0.008	115.8022284
COLO792	JNK5a	0.04	99.49157034
COLO792	JZL184	1	106.4275329
COLO792	JZL184	5	120.6622513
COLO792	KU0063794	0.02	93.85864279
COLO792	KU0063794	0.1	86.17410725
COLO792	KU55933	1	130.8973205
COLO792	KU55933	5	98.00576109
COLO792	L779450	0.2	66.14999015
COLO792	L779450	1	98.28938816
COLO792	LFM-A13	2	82.29768988
COLO792	LFM-A13	10	84.28665462
COLO792	LSN415169	1	52.38758465
COLO792	LSN415169	5	98.44620355
COLO792	NVP-TAE684	0.08	73.97164578
COLO792	NVP-TAE684	0.4	77.77906752
COLO792	PD173074	0.1	109.2429214
COLO792	PD173074	0.5	93.04944638
COLO792	PIM-1 4a	2	101.1557351
COLO792	PIM-1 4a	10	77.7606432
COLO792	QS11	1	197.377058
COLO792	QS11	5	99.05718718
COLO792	SrcI1	2	79.22338096
COLO792	SrcI1	10	89.10270065
COLO792	SU6656	0.4	112.3469242
COLO792	SU6656	2	60.86514312
COLO792	T0901317	1.4	69.40696164
COLO792	T0901317	7	82.61031183
COLO792	TCS401	1.666666667	50.81264985
COLO792	TCS401	8.333333333	83.18240654
COLO792	Tie2i	1	109.284213
COLO792	Tie2i	5	107.2168904
COLO792	U73122	0.4	37.77784713
COLO792	U73122	2	103.6561995
COLO792	vasastrol	0.4	19.76478397
COLO792	vasastrol	2	40.10787023
COLO792	Wnti	0.1	54.03267462
COLO792	Wnti	0.5	8.637524914
COLO792	XAV939	2	54.79155387
COLO792	XAV939	10	85.20897314
COLO792	ZM336372	2	88.60203456
COLO792	ZM336372	10	99.10725231
CBRC014	Bexarotene	2	91.11306928
CBRC014	Bexarotene	10	57.94479589
CBRC014	Bortezomib	0.001	58.84611648
CBRC014	Bortezomib	0.005	77.46176814
CBRC014	cisplatin	1.6	92.12439378
CBRC014	cisplatin	8	80.67492255
CBRC014	CP690550	1	93.98042116
CBRC014	CP690550	5	125.2618853
CBRC014	Crizotinib/PF2341066	0.2	91.16004741
CBRC014	Crizotinib/PF2341066	1	87.27727545
CBRC014	dasatanib	0.004	98.24228388
CBRC014	dasatanib	0.02	58.78489804
CBRC014	decitabine	0.1	78.97247741
CBRC014	decitabine	0.5	82.47034445
CBRC014	Docetaxel	1e-04	75.35035881
CBRC014	Docetaxel	5e-04	64.85907067
CBRC014	erlotinib	0.8	138.9525304
CBRC014	erlotinib	4	95.47773649
CBRC014	etoposide	0.02	89.99092888
CBRC014	etoposide	0.1	85.66772411
CBRC014	everolimus	0.02	92.13861723
CBRC014	everolimus	0.1	87.62829757
CBRC014	fingolimod	2	92.24541547
CBRC014	fingolimod	10	18.6784678
CBRC014	fludarabine	0.2	89.96956156
CBRC014	fludarabine	1	86.88535559
CBRC014	gemcitabine	4e-04	58.64569411
CBRC014	gemcitabine	0.002	61.54621187
CBRC014	ruxolitinib	1	71.1053791
CBRC014	ruxolitinib	5	100.7710181
CBRC014	lapatinib	0.8	98.40405255
CBRC014	lapatinib	4	44.95891243
CBRC014	lenalidomide	1	103.9444769
CBRC014	lenalidomide	5	98.77243338
CBRC014	nilotinib	0.2	92.68468217
CBRC014	nilotinib	1	106.6838219
CBRC014	nilutamide	1	102.7897169
CBRC014	nilutamide	5	129.7118849
CBRC014	Pazopanib	0.4	80.02021314
CBRC014	Pazopanib	2	89.86841947
CBRC014	pioglitazone	2	108.1788449
CBRC014	pioglitazone	10	104.9484288
CBRC014	PLX4720	0.08	109.2771781
CBRC014	PLX4720	0.4	73.14871352
CBRC014	sorafenib	0.4	109.911557
CBRC014	sorafenib	2	61.07031202
CBRC014	stibogluconate	2	101.45154
CBRC014	stibogluconate	10	100.593406
CBRC014	sunitinib	0.4	108.1260968
CBRC014	sunitinib	2	76.80417918
CBRC014	temozolomide	2	93.55070332
CBRC014	temozolomide	10	84.18900262
CBRC014	vincristine	1e-04	122.8006335
CBRC014	vincristine	5e-04	81.70733286
CBRC014	vismodegib/GDC0449	1	96.78034442
CBRC014	vismodegib/GDC0449	5	68.72651859
CBRC014	vorinostat/SAHA	0.08	102.5270562
CBRC014	vorinostat/SAHA	0.4	124.4865439
CBRC014	AZD7762	0.02	94.97011409
CBRC014	AZD7762	0.1	76.03304074
CBRC014	CHIR265	0.08	83.06726741
CBRC014	CHIR265	0.4	72.80479552
CBRC014	IMD0354	0.016	89.08629729
CBRC014	IMD0354	0.08	103.4194255
CBRC014	Nutlin-3	0.1	99.72969062
CBRC014	Nutlin-3	0.5	90.91878556
CBRC014	OSU03012	1	97.72602582
CBRC014	OSU03012	5	8.925846917
CBRC014	PF04217903	1	95.72798653
CBRC014	PF04217903	5	132.3893507
CBRC014	PF562271	0.08	73.42058614
CBRC014	PF562271	0.4	88.57373914
CBRC014	SNS-032	0.01	92.5058546
CBRC014	SNS-032	0.05	82.26525719
CBRC014	SNS314	8e-04	101.4925998
CBRC014	SNS314	0.004	75.39654165
CBRC014	ABT263	0.4	24.67731572
CBRC014	ABT263	2	19.33324777
CBRC014	bivanib/BI2536	0.001	102.3647101
CBRC014	bivanib/BI2536	0.005	86.89988415
CBRC014	CX4945	0.4	101.8064796
CBRC014	CX4945	2	37.59435874
CBRC014	Darinaparsin	0.4	115.4421711
CBRC014	Darinaparsin	2	75.73946555
CBRC014	ENMD2076	0.04	106.5300211
CBRC014	ENMD2076	0.2	96.77598039
CBRC014	EX527	2	104.5405338
CBRC014	EX527	10	104.3752962
CBRC014	FK866	0.01	100.3622153
CBRC014	FK866	0.05	86.43189019
CBRC014	Indole-3-carbinol	0.8	113.0668652
CBRC014	Indole-3-carbinol	4	133.2794356
CBRC014	Lestaurtinib	0.004	108.7611054
CBRC014	Lestaurtinib	0.02	86.56537209
CBRC014	MK1775	0.02	91.33505902
CBRC014	MK1775	0.1	75.85419152
CBRC014	MK2206	0.4	113.4415615
CBRC014	MK2206	2	96.27385262
CBRC014	NVP-BEZ235	0.004	126.0812935
CBRC014	NVP-BEZ235	0.02	132.3725589
CBRC014	RKI983	0.4	98.87164627
CBRC014	RKI983	2	99.2212414
CBRC014	selumetinib/AZD6244	0.015	108.5155371
CBRC014	selumetinib/AZD6244	0.075	77.00801639
CBRC014	Tideglusib/TZDZ-8	0.4	91.40236545
CBRC014	Tideglusib/TZDZ-8	2	119.252545
CBRC014	Tozasertib/VX680	0.006	106.7572255
CBRC014	Tozasertib/VX680	0.03	87.52125844
CBRC014	Veliparib/ABT888	1.4	105.4707183
CBRC014	Veliparib/ABT888	7	97.49039587
CBRC014	VX702	0.4	94.02151198
CBRC014	VX702	2	101.9921264
CBRC014	XL147	0.8	100.2537743
CBRC014	XL147	4	48.74173079
CBRC014	YM155	4e-04	98.59763095
CBRC014	YM155	0.002	80.99728793
CBRC014	cediranib/AZD2171	0.4	94.52234439
CBRC014	cediranib/AZD2171	2	88.28036162
CBRC014	Dovitinib/CHIR-258	0.1	120.483588
CBRC014	Dovitinib/CHIR-258	0.5	96.35953818
CBRC014	Enzastaurin	0.8	84.09377381
CBRC014	Enzastaurin	4	70.22351583
CBRC014	Midostaurin/PKC412	0.08	76.64433656
CBRC014	Midostaurin/PKC412	0.4	75.6920854
CBRC014	OSI906	0.4	68.05903274
CBRC014	OSI906	2	101.3900117
CBRC014	palbociclib/PD332991	0.04	85.23835248
CBRC014	palbociclib/PD332991	0.2	116.8112634
CBRC014	Perifosine	0.4	115.3302967
CBRC014	Perifosine	2	94.56048312
CBRC014	STA4783	0.006	12.60638477
CBRC014	STA4783	0.03	62.49998593
CBRC014	Tamatinib/R406	0.4	129.9942544
CBRC014	Tamatinib/R406	2	65.166652
CBRC014	Tanespimycin/17-AAG	0.002	77.80337194
CBRC014	Tanespimycin/17-AAG	0.01	112.9924572
CBRC014	tipifarnib	0.01	87.35972697
CBRC014	tipifarnib	0.05	119.9022266
CBRC014	vatalanib/PTK787	2	69.11749338
CBRC014	vatalanib/PTK787	10	57.18167261
CBRC014	A769662	2	97.02442042
CBRC014	A769662	10	101.5156888
CBRC014	AS252424	1	93.50661963
CBRC014	AS252424	5	89.9590158
CBRC014	BI78D3	0.2	96.27960507
CBRC014	BI78D3	1	102.7067651
CBRC014	BID1870	0.2	104.0686529
CBRC014	BID1870	1	60.89051991
CBRC014	BMS536924	0.2	93.84219918
CBRC014	BMS536924	1	69.65515673
CBRC014	C75	1	74.23431952
CBRC014	C75	5	88.95050666
CBRC014	Dorsomorphin	0.4	81.98169196
CBRC014	Dorsomorphin	2	78.26959362
CBRC014	Embelin	1.2	82.27450684
CBRC014	Embelin	6	57.74569295
CBRC014	FH535	1	53.17052226
CBRC014	FH535	5	35.69915653
CBRC014	GSK0660	1	90.23029641
CBRC014	GSK0660	5	89.86507826
CBRC014	GSK650394	0.16	56.11589252
CBRC014	GSK650394	0.8	82.2897847
CBRC014	GW0742	2	101.0867115
CBRC014	GW0742	10	98.1019531
CBRC014	GW2580	1	91.66948933
CBRC014	GW2580	5	80.92371824
CBRC014	GW441756	0.4	102.6587487
CBRC014	GW441756	2	75.76224156
CBRC014	GW9662	2	97.13248799
CBRC014	GW9662	10	91.41887307
CBRC014	HIF-1i	2	100.5103251
CBRC014	HIF-1i	10	105.7613677
CBRC014	IPA3	0.8	111.31986
CBRC014	IPA3	4	84.63406344
CBRC014	JNK5a	0.008	106.4053389
CBRC014	JNK5a	0.04	93.9603656
CBRC014	JZL184	1	94.13952111
CBRC014	JZL184	5	69.46491615
CBRC014	KU0063794	0.02	128.1010851
CBRC014	KU0063794	0.1	102.2984938
CBRC014	KU55933	1	102.3873107
CBRC014	KU55933	5	111.3701956
CBRC014	L779450	0.2	95.6480147
CBRC014	L779450	1	69.42018027
CBRC014	LFM-A13	2	82.87687134
CBRC014	LFM-A13	10	78.27801423
CBRC014	LSN415169	1	97.21586775
CBRC014	LSN415169	5	65.23908536
CBRC014	NVP-TAE684	0.08	106.8240409
CBRC014	NVP-TAE684	0.4	86.26580346
CBRC014	PD173074	0.1	94.93840875
CBRC014	PD173074	0.5	97.26818584
CBRC014	PIM-1 4a	2	101.9674038
CBRC014	PIM-1 4a	10	125.403733
CBRC014	QS11	1	117.0083199
CBRC014	QS11	5	101.6028794
CBRC014	SrcI1	2	122.1805465
CBRC014	SrcI1	10	95.32162948
CBRC014	SU6656	0.4	88.98162869
CBRC014	SU6656	2	87.05490188
CBRC014	T0901317	1.4	87.3107601
CBRC014	T0901317	7	85.195628
CBRC014	TCS401	1.666666667	134.2615574
CBRC014	TCS401	8.333333333	116.6540522
CBRC014	Tie2i	1	106.7599318
CBRC014	Tie2i	5	73.65339566
CBRC014	U73122	0.4	65.56589554
CBRC014	U73122	2	105.8155595
CBRC014	vasastrol	0.4	99.74593995
CBRC014	vasastrol	2	91.83127975
CBRC014	Wnti	0.1	75.1906813
CBRC014	Wnti	0.5	65.81548844
CBRC014	XAV939	2	94.68061985
CBRC014	XAV939	10	103.1802867
CBRC014	ZM336372	2	75.01615952
CBRC014	ZM336372	10	78.92099181
CBRC017	Bexarotene	2	98.20130085
CBRC017	Bexarotene	10	42.33594092
CBRC017	Bortezomib	0.001	39.74974667
CBRC017	Bortezomib	0.005	41.5274072
CBRC017	cisplatin	1.6	103.3616098
CBRC017	cisplatin	8	87.7469566
CBRC017	CP690550	1	83.85596073
CBRC017	CP690550	5	101.3162194
CBRC017	Crizotinib/PF2341066	0.2	104.5565221
CBRC017	Crizotinib/PF2341066	1	82.18900342
CBRC017	dasatanib	0.004	114.1576936
CBRC017	dasatanib	0.02	105.9828902
CBRC017	decitabine	0.1	106.396188
CBRC017	decitabine	0.5	73.89001531
CBRC017	Docetaxel	1e-04	49.13526762
CBRC017	Docetaxel	5e-04	52.47002096
CBRC017	erlotinib	0.8	110.7093064
CBRC017	erlotinib	4	107.8332009
CBRC017	etoposide	0.02	102.153163
CBRC017	etoposide	0.1	97.43840264
CBRC017	everolimus	0.02	73.48228729
CBRC017	everolimus	0.1	80.20286139
CBRC017	fingolimod	2	74.95557418
CBRC017	fingolimod	10	15.6013322
CBRC017	fludarabine	0.2	85.02182494
CBRC017	fludarabine	1	107.8959284
CBRC017	gemcitabine	4e-04	79.38274693
CBRC017	gemcitabine	0.002	77.73702717
CBRC017	ruxolitinib	1	70.9523362
CBRC017	ruxolitinib	5	86.15123313
CBRC017	lapatinib	0.8	80.57878953
CBRC017	lapatinib	4	82.50793282
CBRC017	lenalidomide	1	79.06938963
CBRC017	lenalidomide	5	81.96657219
CBRC017	nilotinib	0.2	85.77629174
CBRC017	nilotinib	1	117.2441923
CBRC017	nilutamide	1	119.7072937
CBRC017	nilutamide	5	112.9835598
CBRC017	Pazopanib	0.4	55.0745391
CBRC017	Pazopanib	2	68.5398332
CBRC017	pioglitazone	2	91.41182719
CBRC017	pioglitazone	10	78.30081578
CBRC017	PLX4720	0.08	98.84560735
CBRC017	PLX4720	0.4	85.32326308
CBRC017	sorafenib	0.4	152.0557039
CBRC017	sorafenib	2	76.59818669
CBRC017	stibogluconate	2	96.85681795
CBRC017	stibogluconate	10	102.4320866
CBRC017	sunitinib	0.4	75.27969082
CBRC017	sunitinib	2	104.0871685
CBRC017	temozolomide	2	103.0901647
CBRC017	temozolomide	10	85.4056226
CBRC017	vincristine	1e-04	96.85212362
CBRC017	vincristine	5e-04	60.0991257
CBRC017	vismodegib/GDC0449	1	104.5988137
CBRC017	vismodegib/GDC0449	5	98.63847729
CBRC017	vorinostat/SAHA	0.08	91.2220573
CBRC017	vorinostat/SAHA	0.4	93.41664679
CBRC017	AZD7762	0.02	96.16560291
CBRC017	AZD7762	0.1	93.61435727
CBRC017	CHIR265	0.08	81.75373934
CBRC017	CHIR265	0.4	65.05651555
CBRC017	IMD0354	0.016	86.99464741
CBRC017	IMD0354	0.08	70.74098516
CBRC017	Nutlin-3	0.1	117.5493992
CBRC017	Nutlin-3	0.5	94.77631301
CBRC017	OSU03012	1	95.29641431
CBRC017	OSU03012	5	103.176252
CBRC017	PF04217903	1	112.5381988
CBRC017	PF04217903	5	141.2860697
CBRC017	PF562271	0.08	100.7726413
CBRC017	PF562271	0.4	84.27305412
CBRC017	SNS-032	0.01	95.94573281
CBRC017	SNS-032	0.05	80.0970656
CBRC017	SNS314	8e-04	81.20465155
CBRC017	SNS314	0.004	93.83325527
CBRC017	ABT263	0.4	27.06093134
CBRC017	ABT263	2	9.641354608
CBRC017	bivanib/BI2536	0.001	100.6798926
CBRC017	bivanib/BI2536	0.005	71.6056346
CBRC017	CX4945	0.4	56.56087637
CBRC017	CX4945	2	34.07481559
CBRC017	Darinaparsin	0.4	91.69781685
CBRC017	Darinaparsin	2	82.06413314
CBRC017	ENMD2076	0.04	96.58325894
CBRC017	ENMD2076	0.2	128.1775139
CBRC017	EX527	2	118.2412881
CBRC017	EX527	10	96.56035671
CBRC017	FK866	0.01	35.93669471
CBRC017	FK866	0.05	74.10211693
CBRC017	Indole-3-carbinol	0.8	74.7823132
CBRC017	Indole-3-carbinol	4	98.05003916
CBRC017	Lestaurtinib	0.004	111.4195666
CBRC017	Lestaurtinib	0.02	84.31258293
CBRC017	MK1775	0.02	104.5151402
CBRC017	MK1775	0.1	77.50933508
CBRC017	MK2206	0.4	77.2562147
CBRC017	MK2206	2	80.13463011
CBRC017	NVP-BEZ235	0.004	88.20231562
CBRC017	NVP-BEZ235	0.02	91.3389354
CBRC017	RKI983	0.4	65.74722629
CBRC017	RKI983	2	94.22755697
CBRC017	selumetinib/AZD6244	0.015	97.38473156
CBRC017	selumetinib/AZD6244	0.075	88.3831489
CBRC017	Tideglusib/TZDZ-8	0.4	73.72095511
CBRC017	Tideglusib/TZDZ-8	2	98.9236487
CBRC017	Tozasertib/VX680	0.006	124.8666342
CBRC017	Tozasertib/VX680	0.03	89.96010194
CBRC017	Veliparib/ABT888	1.4	100.4471513
CBRC017	Veliparib/ABT888	7	80.1135788
CBRC017	VX702	0.4	65.65886975
CBRC017	VX702	2	95.41520987
CBRC017	XL147	0.8	68.06124086
CBRC017	XL147	4	72.68349438
CBRC017	YM155	4e-04	81.87777106
CBRC017	YM155	0.002	81.75373236
CBRC017	cediranib/AZD2171	0.4	99.34544671
CBRC017	cediranib/AZD2171	2	104.595461
CBRC017	Dovitinib/CHIR-258	0.1	92.54048002
CBRC017	Dovitinib/CHIR-258	0.5	124.1589014
CBRC017	Enzastaurin	0.8	86.8288586
CBRC017	Enzastaurin	4	88.70226341
CBRC017	Midostaurin/PKC412	0.08	71.92338722
CBRC017	Midostaurin/PKC412	0.4	82.09949224
CBRC017	OSI906	0.4	94.62883643
CBRC017	OSI906	2	86.06869859
CBRC017	palbociclib/PD332991	0.04	77.57146163
CBRC017	palbociclib/PD332991	0.2	87.00884402
CBRC017	Perifosine	0.4	84.94947263
CBRC017	Perifosine	2	88.94507258
CBRC017	STA4783	0.006	50.76910465
CBRC017	STA4783	0.03	113.5839926
CBRC017	Tamatinib/R406	0.4	110.7285879
CBRC017	Tamatinib/R406	2	102.6562461
CBRC017	Tanespimycin/17-AAG	0.002	80.14400368
CBRC017	Tanespimycin/17-AAG	0.01	116.7262371
CBRC017	tipifarnib	0.01	92.6297343
CBRC017	tipifarnib	0.05	99.12578505
CBRC017	vatalanib/PTK787	2	117.850422
CBRC017	vatalanib/PTK787	10	87.5267905
CBRC017	A769662	2	84.60356514
CBRC017	A769662	10	96.69066629
CBRC017	AS252424	1	88.93353557
CBRC017	AS252424	5	73.11407138
CBRC017	BI78D3	0.2	80.2908726
CBRC017	BI78D3	1	75.67966494
CBRC017	BID1870	0.2	89.93424591
CBRC017	BID1870	1	97.96246519
CBRC017	BMS536924	0.2	94.89910928
CBRC017	BMS536924	1	97.18085246
CBRC017	C75	1	93.77688426
CBRC017	C75	5	72.77236882
CBRC017	Dorsomorphin	0.4	93.40785203
CBRC017	Dorsomorphin	2	111.8524589
CBRC017	Embelin	1.2	93.62023566
CBRC017	Embelin	6	47.95857783
CBRC017	FH535	1	17.23570877
CBRC017	FH535	5	34.11080314
CBRC017	GSK0660	1	92.187742
CBRC017	GSK0660	5	87.68742738
CBRC017	GSK650394	0.16	74.33176056
CBRC017	GSK650394	0.8	77.98957372
CBRC017	GW0742	2	81.12233764
CBRC017	GW0742	10	82.2403663
CBRC017	GW2580	1	113.3090482
CBRC017	GW2580	5	104.5580346
CBRC017	GW441756	0.4	107.3066679
CBRC017	GW441756	2	2.271711786
CBRC017	GW9662	2	75.04480707
CBRC017	GW9662	10	94.52485604
CBRC017	HIF-1i	2	102.0630946
CBRC017	HIF-1i	10	98.48598431
CBRC017	IPA3	0.8	84.72856782
CBRC017	IPA3	4	105.9717222
CBRC017	JNK5a	0.008	91.36853324
CBRC017	JNK5a	0.04	102.93301
CBRC017	JZL184	1	84.94148563
CBRC017	JZL184	5	99.38437417
CBRC017	KU0063794	0.02	93.46231673
CBRC017	KU0063794	0.1	91.8901879
CBRC017	KU55933	1	109.154338
CBRC017	KU55933	5	108.5239978
CBRC017	L779450	0.2	100.7933702
CBRC017	L779450	1	96.23679238
CBRC017	LFM-A13	2	86.84200838
CBRC017	LFM-A13	10	116.0202219
CBRC017	LSN415169	1	75.96171849
CBRC017	LSN415169	5	74.666011
CBRC017	NVP-TAE684	0.08	98.09413945
CBRC017	NVP-TAE684	0.4	80.82331512
CBRC017	PD173074	0.1	122.4381255
CBRC017	PD173074	0.5	73.03186353
CBRC017	PIM-1 4a	2	84.64884799
CBRC017	PIM-1 4a	10	74.80790228
CBRC017	QS11	1	60.57479261
CBRC017	QS11	5	87.38561679
CBRC017	SrcI1	2	70.72021472
CBRC017	SrcI1	10	70.71007414
CBRC017	SU6656	0.4	106.2977237
CBRC017	SU6656	2	108.6115478
CBRC017	T0901317	1.4	75.90345883
CBRC017	T0901317	7	85.27682111
CBRC017	TCS401	1.666666667	113.1361412
CBRC017	TCS401	8.333333333	85.47779725
CBRC017	Tie2i	1	99.34722795
CBRC017	Tie2i	5	80.9159179
CBRC017	U73122	0.4	89.21190519
CBRC017	U73122	2	87.60096925
CBRC017	vasastrol	0.4	114.8321087
CBRC017	vasastrol	2	104.8267475
CBRC017	Wnti	0.1	66.31968948
CBRC017	Wnti	0.5	44.56228292
CBRC017	XAV939	2	75.43716723
CBRC017	XAV939	10	110.167443
CBRC017	ZM336372	2	102.3038691
CBRC017	ZM336372	10	91.9435679
CBRC016	Bexarotene	2	93.98534983
CBRC016	Bexarotene	10	82.49731287
CBRC016	Bortezomib	0.001	77.58015439
CBRC016	Bortezomib	0.005	32.75799597
CBRC016	cisplatin	1.6	117.2987387
CBRC016	cisplatin	8	85.47797381
CBRC016	CP690550	1	88.41936904
CBRC016	CP690550	5	109.1074105
CBRC016	Crizotinib/PF2341066	0.2	96.68621736
CBRC016	Crizotinib/PF2341066	1	83.38981701
CBRC016	dasatanib	0.004	111.6786526
CBRC016	dasatanib	0.02	99.38330173
CBRC016	decitabine	0.1	88.61085298
CBRC016	decitabine	0.5	98.10783202
CBRC016	Docetaxel	1e-04	64.13957564
CBRC016	Docetaxel	5e-04	70.27535554
CBRC016	erlotinib	0.8	119.3718531
CBRC016	erlotinib	4	90.7305557
CBRC016	etoposide	0.02	110.2422875
CBRC016	etoposide	0.1	91.54571639
CBRC016	everolimus	0.02	12.22189281
CBRC016	everolimus	0.1	75.45525738
CBRC016	fingolimod	2	94.26545354
CBRC016	fingolimod	10	10.43521097
CBRC016	fludarabine	0.2	99.47268021
CBRC016	fludarabine	1	90.24270392
CBRC016	gemcitabine	4e-04	69.92704218
CBRC016	gemcitabine	0.002	80.54152801
CBRC016	ruxolitinib	1	89.03392913
CBRC016	ruxolitinib	5	109.0072985
CBRC016	lapatinib	0.8	95.35427159
CBRC016	lapatinib	4	80.44522014
CBRC016	lenalidomide	1	105.3248386
CBRC016	lenalidomide	5	87.18346116
CBRC016	nilotinib	0.2	88.96267942
CBRC016	nilotinib	1	104.7220385
