expt_no	cell_line	inhibition_calc_method	first_agent	conc_first_agent	first_agent_inhibition	first_agent_stddev	second_agent	conc_second_agent	second_agent_inhibition	second_agent_stddev	combo_observed	combo_stddev	bliss	observed_bliss_diff
252	PANC-1	41	GDC-0941	1.1616	35.66	3.566	MLN-8237	4	43.31	10.3944	40.22	11.2616	63.53	-23.31
257	SU-86-86	41	AZD-7762	0.1322	58.61	1.7583	Thapsigargin	0.004	51.24	10.248	56.51	9.0416	79.82	-23.31
252	PANC-1	41	AZD-8055	0.2649	41.09	3.2872	SB225002	0.67	52.11	17.7174	48.48	5.3328	71.79	-23.31
252	PANC-1	41	CREBi1	2.0724	54.9	9.882	SN-38	0.0567	19.27	13.1036	40.28	4.028	63.59	-23.31
257	SU-86-86	41	ABT-199	0.2	1.96	5.782	AZD-7762	0.1322	58.61	1.7583	36.11	4.6943	59.42	-23.31
257	SU-86-86	41	AZD-7762	0.2079	65.53	3.2765	Thapsigargin	0.001	4.86	6.7554	43.87	19.3028	67.21	-23.34
252	PANC-1	41	17-DMAG	0.0162	27.57	11.5794	GSK650394A	1.1269	7.71	5.397	9.8	7.546	33.15	-23.35
252	PANC-1	41	Dasatinib	0.0294	16.6	6.474	MK-1775	0.5941	52.17	2.6085	36.72	1.836	60.11	-23.39
257	SU-86-86	41	17-DMAG	0.0307	57.88	4.6304	Thapsigargin	0.004	51.24	10.248	56.05	3.9235	79.46	-23.41
252	PANC-1	41	AZD-8055	0.0212	10.1	7.878	Erlotinib	0.1161	11.51	1.7265	-2.96	7.6664	20.45	-23.41
252	PANC-1	41	5-fluorouracil	2.1871	29.02	11.0276	AZD-1480	10	21.74	18.0442	21.03	6.9399	44.45	-23.42
252	PANC-1	41	5-fluorouracil	0.926	17.86	8.7514	5-fluorouracil	7.904	32.81	4.5934	21.39	2.3529	44.81	-23.42
252	PANC-1	41	5-fluorouracil	7.904	32.81	4.5934	Erlotinib	0.038	18.26	3.8346	21.66	7.581	45.08	-23.42
252	PANC-1	41	CMPD-1	0.845	19.31	3.2827	MLN-8237	4	43.31	10.3944	30.83	5.5494	54.26	-23.43
252	PANC-1	41	17-DMAG	0.0674	38.45	8.0745	PF-431396	4.3128	38.78	4.6536	38.88	8.1648	62.32	-23.44
252	PANC-1	41	Gemcitabine	0.5	73.56	5.8848	Pemetrexed	0.0504	16.06	6.5846	54.37	4.3496	77.81	-23.44
251	MiaPaCa-2	41	Dovitinib	2.6008	53.26	1.0652	GSK650394A	1.1269	-1.09	20.1432	29.3	4.688	52.75	-23.45
251	MiaPaCa-2	41	GSK1120212	0.0239	58.3	3.498	YM155	0.0042	61.17	4.8936	60.36	0.6036	83.81	-23.45
252	PANC-1	41	AZD-8055	0.2649	41.09	3.2872	SN-38	0.009	20.8	4.576	29.89	10.4615	53.34	-23.45
252	PANC-1	41	IMD 0354	0.13	15.83	8.7065	SB225002	2	80.49	6.4392	60.13	9.0195	83.58	-23.45
252	PANC-1	41	CMPD-1	6.7498	43.36	10.84	Gemcitabine	0.1	38.21	8.7883	41.54	4.154	65	-23.46
257	SU-86-86	41	AZD-8055	0.0212	-2.83	3.396	Carfilzomib	0.01	89.36	1.7872	65.6	3.936	89.06	-23.46
252	PANC-1	41	CMPD-1	2.5956	26.19	8.6427	GSK650394A	1.1269	7.71	5.397	8.42	6.5676	31.88	-23.46
251	MiaPaCa-2	41	AZD-7762	0.2079	90.62	1.8124	Flavopiridol	0.1381	43.66	10.4784	71.25		94.72	-23.47
252	PANC-1	41	AZD-7762	0.1322	32.23	24.4948	Erlotinib	0.1161	11.51	1.7265	16.56	8.6112	40.03	-23.47
252	PANC-1	41	ABT-199	5	21.51	7.0983	GSK650394A	1.1269	7.71	5.397	4.09	3.8855	27.56	-23.47
252	PANC-1	41	CREBi1	4.2459	73.04	10.2256	IMD 0354	0.5	27	2.43	56.85	11.9385	80.32	-23.47
252	PANC-1	41	BIBW-2992	0.0143	18.23	8.7504	Paclitaxel	0.0119	58.26	5.2434	42.39	5.5107	65.87	-23.48
257	SU-86-86	41	BIBW-2992	0.0569	1.07	8.9452	YM155	0.0042	63.71	6.371	40.61	7.3098	64.1	-23.49
252	PANC-1	41	5-fluorouracil	0.926	17.86	8.7514	BI-2536	0.0089	57.46	8.0444	41.57	1.2471	65.06	-23.49
252	PANC-1	41	CREBi1	0.9872	36.97	5.5455	GSK2334470	0.1007	-4.48	13.216	10.64	4.5752	34.15	-23.51
257	SU-86-86	41	17-DMAG	0.0674	78.3	3.132	Oligomycin	0.3089	78.57	1.5714	71.84	1.4368	95.35	-23.51
252	PANC-1	41	MK-1775	0.3239	5.99	8.7454	SB225002	0.67	52.11	17.7174	31.46	8.8088	54.98	-23.52
257	SU-86-86	41	5-fluorouracil	2.1871	38.35	2.6845	Gemcitabine	0.0416	44.78	1.7912	42.43	2.1215	65.96	-23.53
252	PANC-1	41	MK-1775	0.5941	52.17	2.6085	MLN-8237	0.6658	32.74	5.8932	44.27	1.3281	67.83	-23.56
257	SU-86-86	41	AZD-7762	0.1322	58.61	1.7583	Flavopiridol	0.0804	17.23	4.1352	42.16	9.2752	65.74	-23.58
252	PANC-1	41	AZD-1480	1	-2.68	15.2492	GSK1120212	0.0017	19.18	5.5622	-6.61	15.5996	17.01	-23.62
252	PANC-1	41	CMPD-1	2.5956	26.19	8.6427	MLN-4924	0.27	40.86	11.8494	32.72	3.5992	56.35	-23.63
251	MiaPaCa-2	41	Dovitinib	0.1165	12.48	7.7376	GSK650394A	0.5955	-5.23	25.3132	-15.74	6.7682	7.9	-23.64
252	PANC-1	41	CMPD-1	2.5956	26.19	8.6427	SN-38	0.0567	19.27	13.1036	16.77	12.4098	40.41	-23.64
252	PANC-1	41	17-DMAG	0.0674	38.45	8.0745	Flavopiridol	0.1381	22.35	8.2695	28.57	13.1422	52.21	-23.64
252	PANC-1	41	Dovitinib	2.6008	35.98	11.1538	Erlotinib	0.1161	11.51	1.7265	19.7	1.379	43.35	-23.65
252	PANC-1	41	Carfilzomib	0.01	57.15	9.144	MK-1775	0.5941	52.17	2.6085	55.84	10.6096	79.5	-23.66
252	PANC-1	41	BYL-719	0.3639	17.53	2.8048	Gemcitabine	0.5	73.56	5.8848	54.53	2.1812	78.19	-23.66
257	SU-86-86	41	MLN-8237	4	37.98	4.5576	Paclitaxel	0.0119	62.81	0	53.23	1.5969	76.93	-23.7
252	PANC-1	41	5-fluorouracil	2.1871	29.02	11.0276	PF-431396	0.9533	28.43	7.6761	25.48	3.3124	49.2	-23.72
252	PANC-1	41	AZD-7762	0.2079	54.55	14.7285	Carfilzomib	0.01	57.15	9.144	56.8	2.84	80.52	-23.72
252	PANC-1	41	AZD-8055	0.0212	10.1	7.878	BIBW-2992	0.0143	18.23	8.7504	2.77	17.3402	26.49	-23.72
257	SU-86-86	41	17-DMAG	0.0162	26.99	12.9552	YM155	0.0013	25.63	21.5292	21.96	12.7368	45.7	-23.74
251	MiaPaCa-2	41	GDC-0941	1.1616	31.71	1.2684	YM155	0.0021	23.16	12.5064	23.78	3.8048	47.53	-23.75
251	MiaPaCa-2	41	Dovitinib	0.1165	12.48	7.7376	Paclitaxel	0.001	25.78	4.1248	11.29	8.9191	35.04	-23.75
252	PANC-1	41	BRD-7389	1.2531	18.42	16.578	BYL-719	1.5396	17.61	1.5849	9.03	12.4614	32.79	-23.76
252	PANC-1	41	Piperlongumine	1	-1.52	9.4544	SB225002	0.22	63.22	2.5288	38.89		62.66	-23.77
257	SU-86-86	41	CREBi1	0.9872	2.77	5.4846	PF-431396	0.9533	75.57	6.0456	52.48	3.1488	76.25	-23.77
257	SU-86-86	41	AZD-7762	0.2079	65.53	3.2765	GSK650394A	2.1931	0.58	10.2892	41.95	7.551	65.73	-23.78
252	PANC-1	41	SB225002	0.67	52.11	17.7174	Simvastatin	0.25	29.6	6.808	42.5		66.29	-23.79
251	MiaPaCa-2	41	Foretinib	0.2066	19.89	1.1934	Piperlongumine	2.5	80.73	1.6146	60.77	3.6462	84.56	-23.79
252	PANC-1	41	AZD-8055	0.2649	41.09	3.2872	MLN-4924	0.27	40.86	11.8494	41.36	5.3768	65.16	-23.8
252	PANC-1	41	BRD-7389	0.6297	14.4	14.4	Oligomycin	1.6151	31.56	1.8936	17.61	11.9748	41.42	-23.81
252	PANC-1	41	BYL-719	3.9734	24.45	1.7115	CMPD-1	0.845	19.31	3.2827	15.2	10.64	39.04	-23.84
260	PL45	41	17-DMAG	0.0307	64.74	1.9422	MLN-4924	1.3	74.67	2.2401	67.23	4.7061	91.07	-23.84
252	PANC-1	41	Oligomycin	0.3089	44.82	2.6892	Pemetrexed	0.0184	9.26	0.926	26.06		49.93	-23.87
251	MiaPaCa-2	41	AZD-7762	0.1322	87.08	2.6124	GSK2334470	8.616	13.77	2.0655	64.98		88.86	-23.88
251	MiaPaCa-2	41	Crizotinib	0.3	23.95	2.1555	MK-2206	1.521	-3.68	15.6032	-2.75		21.15	-23.9
252	PANC-1	41	5-fluorouracil	7.904	32.81	4.5934	CREBi1	0.9872	36.97	5.5455	33.75	4.3875	57.65	-23.9
252	PANC-1	41	Dasatinib	0.2157	28.52	5.1336	MLN-8237	4	43.31	10.3944	35.55	6.0435	59.48	-23.93
252	PANC-1	41	BYL-719	1.5396	17.61	1.5849	Flavopiridol	0.1381	22.35	8.2695	12.09	40.7433	36.02	-23.93
252	PANC-1	41	Oligomycin	7.4095	31.1	1.555	SB225002	2	80.49	6.4392	62.6		86.56	-23.96
257	SU-86-86	41	CREBi1	4.2459	6.69	5.0175	Thapsigargin	0.004	51.24	10.248	30.53	9.159	54.5	-23.97
252	PANC-1	41	CREBi1	0.9872	36.97	5.5455	PF-431396	4.3128	38.78	4.6536	37.43	8.6089	61.41	-23.98
252	PANC-1	41	Oligomycin	0.3089	44.82	2.6892	SB225002	2	80.49	6.4392	65.25		89.23	-23.98
252	PANC-1	41	BI-2536	0.0089	57.46	8.0444	SN-38	0.0567	19.27	13.1036	41.68	8.7528	65.66	-23.98
257	SU-86-86	41	AZD-7762	0.1322	58.61	1.7583	Crizotinib	0.87	3.07	3.4998	35.9	12.924	59.88	-23.98
252	PANC-1	41	Carfilzomib	0.01	57.15	9.144	SN-38	0.009	20.8	4.576	42.05	16.3995	66.06	-24.01
252	PANC-1	41	ABT-199	5	21.51	7.0983	Oligomycin	0.3089	44.82	2.6892	32.68	2.6144	56.69	-24.01
252	PANC-1	41	Gemcitabine	0.5	73.56	5.8848	Thapsigargin	0.001	5.35	2.889	50.95	0.5095	74.97	-24.02
257	SU-86-86	41	17-DMAG	0.0674	78.3	3.132	Thapsigargin	0.004	51.24	10.248	65.39	1.3078	89.42	-24.03
252	PANC-1	41	CMPD-1	6.7498	43.36	10.84	Foretinib	0.2066	27.55	2.204	34.93	3.493	58.96	-24.03
252	PANC-1	41	17-DMAG	0.0307	22.55	9.922	Thapsigargin	0.001	5.35	2.889	2.65	12.137	26.69	-24.04
252	PANC-1	41	AZD-7762	0.1322	32.23	24.4948	Crizotinib	0.3	14.8	1.776	18.22	3.2796	42.26	-24.04
252	PANC-1	41	CREBi1	0.9872	36.97	5.5455	GDC-0941	1.1616	35.66	3.566	35.39	9.2014	59.45	-24.06
252	PANC-1	41	Gemcitabine	0.5	73.56	5.8848	IMD 0354	0.5	27	2.43	56.63	1.6989	80.7	-24.07
251	MiaPaCa-2	41	GSK1120212	0.0017	28.15	0.8445	YM155	0.0013	25.1	7.53	22.09	20.1019	46.18	-24.09
252	PANC-1	41	AZD-1480	10	21.74	18.0442	CMPD-1	2.5956	26.19	8.6427	18.14	4.535	42.24	-24.1
252	PANC-1	41	BRD-7389	0.6297	14.4	14.4	Gemcitabine	0.1	38.21	8.7883	23.01	4.602	47.11	-24.1
252	PANC-1	41	BIBW-2992	0.0143	18.23	8.7504	Flavopiridol	0.1381	22.35	8.2695	12.38	2.2284	36.51	-24.13
252	PANC-1	41	CMPD-1	2.5956	26.19	8.6427	Thapsigargin	0.01	-1.43	10.2388	1	9.9	25.13	-24.13
252	PANC-1	41	BI-2536	0.0089	57.46	8.0444	IMD 0354	0.13	15.83	8.7065	40.06	6.009	64.19	-24.13
252	PANC-1	41	Crizotinib	0.87	23.6	3.304	Oligomycin	0.3089	44.82	2.6892	33.69	25.6044	57.84	-24.15
257	SU-86-86	41	17-DMAG	0.0307	57.88	4.6304	Vorinostat	2.08	43.15	8.1985	51.89	3.6323	76.05	-24.16
252	PANC-1	41	Flavopiridol	0.0804	1.46	17.447	SB225002	2	80.49	6.4392	56.61	2.2644	80.77	-24.16
252	PANC-1	41	CREBi1	0.9872	36.97	5.5455	MK-1775	0.5941	52.17	2.6085	45.68	5.9384	69.85	-24.17
252	PANC-1	41	CMPD-1	6.7498	43.36	10.84	Flavopiridol	0.2181	16.76	15.922	28.67	17.4887	52.85	-24.18
252	PANC-1	41	AZD-7762	0.1322	32.23	24.4948	BRD-7389	0.3071	0.14	10.4622	8.13	16.7478	32.32	-24.19
252	PANC-1	41	17-DMAG	0.0162	27.57	11.5794	GSK2334470	8.616	29.12	5.5328	24.47	13.2138	48.66	-24.19
257	SU-86-86	41	CREBi1	0.9872	2.77	5.4846	Thapsigargin	0.004	51.24	10.248	28.39	10.2204	52.59	-24.2
251	MiaPaCa-2	41	BRD-7389	1.2531	42.08	13.0448	BYL-719	1.5396	19.75	1.975	29.32	4.6912	53.52	-24.2
252	PANC-1	41	AZD-7762	0.2079	54.55	14.7285	Simvastatin	4	2.33	6.99	31.41	2.1987	55.61	-24.2
260	PL45	41	BI-2536	0.0192	56.91	2.8455	CMPD-1	6.7498	57.5	0.575	57.49	1.1498	81.69	-24.2
252	PANC-1	41	AZD-1480	10	21.74	18.0442	Paclitaxel	0.001	20.79	7.4844	13.81	2.3477	38.01	-24.2
252	PANC-1	41	Crizotinib	0.3	14.8	1.776	Gemcitabine	0.1	38.21	8.7883	23.12	3.9304	47.35	-24.23
252	PANC-1	41	CMPD-1	2.5956	26.19	8.6427	Paclitaxel	0.0059	43.2	7.776	33.84	4.7376	58.08	-24.24
252	PANC-1	41	BRD-7389	0.6297	14.4	14.4	SB225002	0.67	52.11	17.7174	34.76	4.1712	59.01	-24.25
252	PANC-1	41	ABT-199	1	6.23	13.6437	CMPD-1	6.7498	43.36	10.84	22.64	6.1128	46.89	-24.25
252	PANC-1	41	ABT-199	1	6.23	13.6437	CMPD-1	2.5956	26.19	8.6427	6.53	15.9332	30.79	-24.26
257	SU-86-86	41	5-fluorouracil	2.1871	38.35	2.6845	YM155	0.0021	45.13	31.1397	41.9	1.257	66.17	-24.27
252	PANC-1	41	AZD-8055	0.0212	10.1	7.878	BIBW-2992	0.0569	-1.56	13.6968	-15.58	4.674	8.7	-24.28
252	PANC-1	41	BI-2536	0.0089	57.46	8.0444	PF-431396	0.9533	28.43	7.6761	45.26	4.9786	69.55	-24.29
257	SU-86-86	41	Dasatinib	0.0294	9.12	2.0064	YM155	0.0042	63.71	6.371	42.72	7.2624	67.02	-24.3
252	PANC-1	41	ABT-199	5	21.51	7.0983	GSK2334470	0.551	11.21	5.7171	5.99	11.7404	30.31	-24.32
257	SU-86-86	41	Carfilzomib	0.01	89.36	1.7872	Dasatinib	0.0139	-0.19	6.2852	65	2.6	89.34	-24.34
252	PANC-1	41	AZD-8055	0.0511	21.01	3.9919	Foretinib	0.5699	37.37	13.4532	26.19	18.5949	50.53	-24.34
252	PANC-1	41	MLN-4924	0.5	80.99	6.4792	SB225002	0.67	52.11	17.7174	66.51		90.9	-24.39
257	SU-86-86	41	CREBi1	2.0724	4.68	4.0248	SB225002	2	75.96	1.5192	52.69	2.6345	77.09	-24.4
257	SU-86-86	41	IMD 0354	0.5	24.32	4.6208	Oligomycin	1.6151	83.69	1.6738	63.26	10.1216	87.66	-24.4
252	PANC-1	41	AZD-7762	0.2079	54.55	14.7285	Flavopiridol	0.2181	16.76	15.922	37.76	8.6848	62.17	-24.41
252	PANC-1	41	CREBi1	2.0724	54.9	9.882	MK-1775	1.3714	63.77	1.9131	59.24	5.3316	83.66	-24.42
252	PANC-1	41	Dovitinib	2.6008	35.98	11.1538	Paclitaxel	0.001	20.79	7.4844	24.85	9.1945	49.29	-24.44
251	MiaPaCa-2	41	Dovitinib	2.6008	53.26	1.0652	Pemetrexed	0.0504	29.21	18.4023	42.43	6.3645	66.91	-24.48
252	PANC-1	41	Gemcitabine	0.1	38.21	8.7883	SN-38	0.0567	19.27	13.1036	25.63	13.0713	50.12	-24.49
260	PL45	41	BI-2536	0.0192	56.91	2.8455	PF-431396	4.3128	21.06	1.8954	41.48	4.9776	65.98	-24.5
252	PANC-1	41	Crizotinib	0.87	23.6	3.304	YM155	0.0013	79.85	8.7835	60.11	3.0055	84.61	-24.5
257	SU-86-86	41	Carfilzomib	0.01	89.36	1.7872	GSK2334470	0.1007	2.84	8.4916	65.16	5.8644	89.66	-24.5
251	MiaPaCa-2	41	BI-2536	0.0089	77.14	6.1712	Crizotinib	2.63	80.51	1.6102	71.03		95.54	-24.51
257	SU-86-86	41	MK-1775	1.3714	89.99	1.7998	PF-431396	2.143	72.63	2.1789	72.75	4.365	97.26	-24.51
252	PANC-1	41	ABT-199	0.2	6.2	13.268	Gemcitabine	0.5	73.56	5.8848	50.69	1.5207	75.2	-24.51
252	PANC-1	41	MK-1775	0.5941	52.17	2.6085	SB225002	2	80.49	6.4392	66.15	5.9535	90.67	-24.52
252	PANC-1	41	BYL-719	0.3639	17.53	2.8048	GDC-0941	1.1616	35.66	3.566	22.4	10.08	46.94	-24.54
252	PANC-1	41	AZD-7762	0.552	36.02	5.7632	GSK1120212	0.0017	19.18	5.5622	23.74	6.1724	48.29	-24.55
252	PANC-1	41	GSK2334470	0.551	11.21	5.7171	SN-38	0.009	20.8	4.576	5.11	19.6224	29.68	-24.57
252	PANC-1	41	Crizotinib	2.63	42.9	10.725	MLN-4924	0.27	40.86	11.8494	41.65	5.831	66.23	-24.58
252	PANC-1	41	BIBW-2992	0.0569	-1.56	13.6968	MK-1775	0.5941	52.17	2.6085	26.84	5.9048	51.42	-24.58
251	MiaPaCa-2	41	CREBi1	4.2459	3.08	24.5784	PF-431396	2.143	75.47	3.7735	51.64	5.164	76.23	-24.59
252	PANC-1	41	CREBi1	0.9872	36.97	5.5455	Oligomycin	7.4095	31.1	1.555	31.97	3.5167	56.57	-24.6
257	SU-86-86	41	17-DMAG	0.0307	57.88	4.6304	5-fluorouracil	2.1871	38.35	2.6845	49.41	2.9646	74.03	-24.62
257	SU-86-86	41	Carfilzomib	0.01	89.36	1.7872	Dovitinib	2.6008	20.89	3.3424	66.96	8.0352	91.58	-24.62
252	PANC-1	41	CREBi1	2.0724	54.9	9.882	GSK2334470	8.616	29.12	5.5328	43.41	3.9069	68.03	-24.62
252	PANC-1	41	Erlotinib	0.1161	11.51	1.7265	GSK650394A	1.1269	7.71	5.397	-6.29	0.8177	18.33	-24.62
251	MiaPaCa-2	41	BI-2536	0.0062	41.81	11.7068	YM155	0.0013	25.1	7.53	31.78		56.42	-24.64
257	SU-86-86	41	CREBi1	0.9872	2.77	5.4846	PF-431396	2.143	72.63	2.1789	48.75	2.925	73.39	-24.64
252	PANC-1	41	BI-2536	0.0089	57.46	8.0444	Crizotinib	0.87	23.6	3.304	42.86	11.5722	67.5	-24.64
252	PANC-1	41	SB225002	2	80.49	6.4392	Simvastatin	4	2.33	6.99	56.29		80.94	-24.65
252	PANC-1	41	BRD-7389	0.6297	14.4	14.4	Dovitinib	2.6008	35.98	11.1538	20.55	0.2055	45.2	-24.65
252	PANC-1	41	5-fluorouracil	0.926	17.86	8.7514	CREBi1	0.9872	36.97	5.5455	23.57	13.9063	48.23	-24.66
252	PANC-1	41	BYL-719	0.3639	17.53	2.8048	CREBi1	0.9872	36.97	5.5455	23.36	2.1024	48.02	-24.66
257	SU-86-86	41	Flavopiridol	0.0804	17.23	4.1352	YM155	0.0042	63.71	6.371	45.28	12.6784	69.96	-24.68
252	PANC-1	41	Crizotinib	2.63	42.9	10.725	MK-1775	0.5941	52.17	2.6085	48	5.76	72.69	-24.69
252	PANC-1	41	17-DMAG	0.0674	38.45	8.0745	Pemetrexed	0.0184	9.26	0.926	19.46	3.5028	44.15	-24.69
252	PANC-1	41	BRD-7389	0.6297	14.4	14.4	CMPD-1	0.845	19.31	3.2827	6.23	24.7954	30.93	-24.7
252	PANC-1	41	AZD-8055	0.0511	21.01	3.9919	GSK650394A	2.1931	-3.08	11.1804	-6.13	1.0421	18.58	-24.71
252	PANC-1	41	AZD-8055	0.0511	21.01	3.9919	GSK650394A	1.1269	7.71	5.397	2.38	11.4954	27.1	-24.72
252	PANC-1	41	Erlotinib	0.038	18.26	3.8346	Gemcitabine	0.5	73.56	5.8848	53.64	5.364	78.39	-24.75
252	PANC-1	41	5-fluorouracil	0.926	17.86	8.7514	GDC-0941	0.6	24.11	6.9919	12.88	14.168	37.66	-24.78
252	PANC-1	41	AZD-8055	0.0511	21.01	3.9919	Erlotinib	0.1161	11.51	1.7265	5.3	15.635	30.1	-24.8
252	PANC-1	41	CMPD-1	0.845	19.31	3.2827	MK-2206	5	35.42	30.4612	23.05	14.0605	47.89	-24.84
252	PANC-1	41	BRD-7389	0.6297	14.4	14.4	GSK1120212	0.0017	19.18	5.5622	5.98	19.0164	30.82	-24.84
252	PANC-1	41	CREBi1	4.2459	73.04	10.2256	MLN-4924	1.3	40.99	11.0673	59.24	6.5164	84.09	-24.85
252	PANC-1	41	ABT-199	5	21.51	7.0983	AZD-1480	10	21.74	18.0442	13.71	7.5405	38.57	-24.86
257	SU-86-86	41	AZD-7762	0.2079	65.53	3.2765	IMD 0354	0.13	-1.57	6.908	40.11	13.6374	64.99	-24.88
252	PANC-1	41	BYL-719	0.3639	17.53	2.8048	SB225002	2	80.49	6.4392	59.03	3.5418	83.91	-24.88
252	PANC-1	41	17-DMAG	0.0162	27.57	11.5794	AZD-1480	3	-1.06	19.5676	1.91	0.4202	26.8	-24.89
252	PANC-1	41	Foretinib	0.2066	27.55	2.204	MK-2206	5	35.42	30.4612	28.3	16.414	53.21	-24.91
252	PANC-1	41	AZD-7762	0.2079	54.55	14.7285	Paclitaxel	0.0119	58.26	5.2434	56.11	1.6833	81.03	-24.92
252	PANC-1	41	CMPD-1	2.5956	26.19	8.6427	SB225002	2	80.49	6.4392	60.67	1.8201	85.6	-24.93
252	PANC-1	41	BI-2536	0.0089	57.46	8.0444	Foretinib	0.5699	37.37	13.4532	48.43	3.3901	73.36	-24.93
251	MiaPaCa-2	41	CMPD-1	6.7498	85.74	3.4296	Crizotinib	2.63	80.51	1.6102	72.27	0	97.22	-24.95
252	PANC-1	41	CMPD-1	6.7498	43.36	10.84	Gemcitabine	0.0416	29.97	2.3976	35.39	10.9709	60.34	-24.95
251	MiaPaCa-2	41	5-fluorouracil	0.926	18.96	3.9816	CMPD-1	0.845	71.32	6.4188	51.8	2.072	76.76	-24.96
252	PANC-1	41	BRD-7389	1.2531	18.42	16.578	Oligomycin	0.3089	44.82	2.6892	30.01	2.1007	54.98	-24.97
252	PANC-1	41	Gemcitabine	0.1	38.21	8.7883	Vorinostat	2.08	-7.24	3.982	8.73	5.1507	33.74	-25.01
252	PANC-1	41	AZD-1480	10	21.74	18.0442	MLN-8237	4	43.31	10.3944	30.61	1.2244	55.63	-25.02
252	PANC-1	41	AZD-7762	0.1322	32.23	24.4948	Vorinostat	0.4261	-14.42	13.2664	-2.57	21.7165	22.46	-25.03
252	PANC-1	41	SB225002	2	80.49	6.4392	Thapsigargin	0.01	-1.43	10.2388	55.17		80.21	-25.04
252	PANC-1	41	BI-2536	0.0089	57.46	8.0444	Paclitaxel	0.0119	58.26	5.2434	57.2	2.86	82.24	-25.04
252	PANC-1	41	MK-1775	1.3714	63.77	1.9131	MLN-8237	4	43.31	10.3944	54.41	7.0733	79.46	-25.05
252	PANC-1	41	5-fluorouracil	0.926	17.86	8.7514	Gemcitabine	0.1	38.21	8.7883	24.2	7.502	49.25	-25.05
252	PANC-1	41	CMPD-1	2.5956	26.19	8.6427	Oligomycin	0.3089	44.82	2.6892	34.22	5.133	59.27	-25.05
252	PANC-1	41	Crizotinib	2.63	42.9	10.725	Gemcitabine	0.1	38.21	8.7883	39.66	10.3116	64.72	-25.06
257	SU-86-86	41	Foretinib	1.4244	36.03	7.9266	Simvastatin	0.25	80.62	2.4186	62.54	5.0032	87.6	-25.06
251	MiaPaCa-2	41	Dovitinib	0.1165	12.48	7.7376	Pemetrexed	0.0184	13.91	0.9737	-0.41	12.2877	24.65	-25.06
252	PANC-1	41	AZD-1480	1	-2.68	15.2492	AZD-7762	0.1322	32.23	24.4948	5.35	6.634	30.41	-25.06
252	PANC-1	41	AZD-1480	10	21.74	18.0442	MK-2206	1.521	24.77	7.9264	16.03	9.1371	41.13	-25.1
257	SU-86-86	41	BI-2536	0.0192	39.47	3.5523	MLN-8237	0.6658	27.69	6.9225	31.13	6.226	56.23	-25.1
252	PANC-1	41	BI-2536	0.0089	57.46	8.0444	Oligomycin	0.3089	44.82	2.6892	51.43	6.1716	76.53	-25.1
252	PANC-1	41	5-fluorouracil	2.1871	29.02	11.0276	AZD-8055	0.0212	10.1	7.878	11.07	8.4132	36.19	-25.12
252	PANC-1	41	CMPD-1	2.5956	26.19	8.6427	Gemcitabine	0.1	38.21	8.7883	29.26	5.5594	54.39	-25.13
252	PANC-1	41	5-fluorouracil	0.926	17.86	8.7514	IMD 0354	0.13	15.83	8.7065	5.73	16.044	30.86	-25.13
252	PANC-1	41	CREBi1	0.9872	36.97	5.5455	MLN-8237	0.6658	32.74	5.8932	32.46	17.2038	57.61	-25.15
251	MiaPaCa-2	41	CREBi1	2.0724	3.2	22.432	PF-431396	0.9533	73.87	1.4774	49.56	5.4516	74.71	-25.15
252	PANC-1	41	ABT-199	0.2	6.2	13.268	GDC-0941	0.6	24.11	6.9919	3.64	1.0192	28.82	-25.18
252	PANC-1	41	GSK2334470	0.551	11.21	5.7171	Piperlongumine	2.5	8.36	20.7328	-6.55	25.7415	18.63	-25.18
252	PANC-1	41	CMPD-1	0.845	19.31	3.2827	Flavopiridol	0.2181	16.76	15.922	7.65	25.9335	32.83	-25.18
252	PANC-1	41	Dasatinib	0.0294	16.6	6.474	MLN-8237	0.0162	0.38	20.919	-8.27	2.2329	16.92	-25.19
252	PANC-1	41	GDC-0941	0.6	24.11	6.9919	MK-2206	5	35.42	30.4612	25.78	4.1248	50.99	-25.21
252	PANC-1	41	AZD-8055	0.0511	21.01	3.9919	BIBW-2992	0.0143	18.23	8.7504	10.2	2.04	35.41	-25.21
252	PANC-1	41	AZD-7762	0.552	36.02	5.7632	MLN-8237	0.6658	32.74	5.8932	31.75	7.9375	56.97	-25.22
252	PANC-1	41	5-fluorouracil	7.904	32.81	4.5934	Oligomycin	0.3089	44.82	2.6892	37.69	4.5228	62.92	-25.23
252	PANC-1	41	5-fluorouracil	2.1871	29.02	11.0276	BI-2536	0.0062	26.76	14.1828	22.78	3.417	48.01	-25.23
252	PANC-1	41	17-DMAG	0.0162	27.57	11.5794	IMD 0354	0.5	27	2.43	21.9	11.826	47.13	-25.23
252	PANC-1	41	BI-2536	0.0089	57.46	8.0444	Erlotinib	0.038	18.26	3.8346	39.99	5.5986	65.23	-25.24
252	PANC-1	41	Gemcitabine	0.5	73.56	5.8848	Vorinostat	0.7687	-8.35	23.213	46.11	13.833	71.35	-25.24
252	PANC-1	41	AZD-7762	0.1322	32.23	24.4948	GSK650394A	2.1931	-3.08	11.1804	4.9	4.508	30.14	-25.24
252	PANC-1	41	BIBW-2992	0.0143	18.23	8.7504	Paclitaxel	0.0059	43.2	7.776	28.3	5.377	53.55	-25.25
